Year,Group,Title,Stock Assessment,Physical Oceanography,North Sea Fisheries,Bycatch,Plankton,Elasmobranchs,Otoliths,Ecosystem Approach and Aquaculture,Eels,Sea Floor,Acoustic Surveys,Nephrops,Baltic Fisheries,Pelagic Fisheries,Deep Sea Fisheries,Trawl Surveys,North Western Fisheries,Barents Sea Fisheries,Biodiversity,Salmon and Trout,Ecosystem Based Management,Contaminants and Biological Effects,Salmon Tags,Redfish,"Horse Mackerel, Anchovy and Sardines",Reference Points
2008,WGFS,8669_REPORT OF THE WORKING GROUP ON FISHERY SYSTEMS (WGFS),5.335953119356418e-06,2.970737796204048e-06,5.774526471213903e-06,0.011888587847352028,2.1704333903471706e-06,2.5255492346332176e-06,0.0601414293050766,0.6194252967834473,2.2850031200505327e-06,3.5705295431398554e-06,4.32246497439337e-06,8.018427251954563e-06,0.012809702195227146,6.027488325344166e-06,0.0017508496530354023,3.6196120163367596e-06,3.1114127523323987e-06,4.64738786831731e-06,3.5685930015461054e-06,2.3223055904963985e-06,0.021991396322846413,0.0021892220247536898,0.004756806883960962,0.0022052971180528402,4.310946678742766e-06,0.26277682185173035
2001,WGFS,8374_REPORT OF THE WORKING GROUP ON FISHERY SYSTEMS (WGFS),4.0895520214689896e-06,2.276816530866199e-06,0.08081143349409103,0.04217495396733284,1.6634514850011328e-06,1.935617547133006e-06,0.0025733334477990866,0.6493751406669617,1.751259560478502e-06,2.7365056212147465e-06,3.3127996630355483e-06,0.0022496560122817755,2.2053377506381366e-06,4.619554601958953e-06,2.902148935390869e-06,2.774123004201101e-06,2.384631670793169e-06,3.5618252240965376e-06,2.735021325861453e-06,1.77984873062087e-06,0.0031373908277601004,1.934588908625301e-06,1.2800647937183385e-06,3.4570864499983145e-06,3.303971880086465e-06,0.21962742507457733
2006,WGFS,8609_REPORT OF THE WORKING GROUP ON FISHERY SYSTEMS (WGFS),2.5113470201176824e-06,1.3981670008433866e-06,0.019310934469103813,0.07494627684354782,1.0215065913143917e-06,1.1886405673067202e-06,0.028664663434028625,0.4551509618759155,1.0754284858194296e-06,1.6804567621875321e-06,2.0343525193311507e-06,0.012665619142353535,0.015694869682192802,2.8368156108626863e-06,1.78217646862322e-06,1.703557359178376e-06,1.4643751455878373e-06,2.1872763227293035e-06,1.679545334809518e-06,0.0006413825321942568,0.006842278875410557,1.1880090369231766e-06,7.860732011977234e-07,2.122957312167273e-06,2.0289312487875577e-06,0.3860543370246887
2007,WGFS,8639_REPORT OF THE WORKING GROUP ON FISHERY SYSTEMS (WGFS),5.625362973660231e-06,3.1318636501964647e-06,6.087722795200534e-06,0.01802995800971985,2.288152472829097e-06,2.6625289137882646e-06,0.021611329168081284,0.7410529255867004,2.4089363250823226e-06,3.764186658372637e-06,4.5569049689220265e-06,8.453327609458938e-06,0.003957956098020077,6.354405286401743e-06,3.992036454292247e-06,3.815931449935306e-06,3.2801683573779883e-06,4.899451141682221e-06,0.02128545008599758,2.4482619664922822e-06,4.867755251325434e-06,2.6611144221533323e-06,1.7607868585400865e-06,4.755378085974371e-06,4.544761850411305e-06,0.19397999346256256
2007,WGFS,9431_Report of the Working Group on Fishery Systems (WGFS),5.625362973660231e-06,3.1318636501964647e-06,6.087722795200534e-06,0.01803017407655716,2.288152472829097e-06,2.6625289137882646e-06,0.021611148491501808,0.7410529255867004,2.4089363250823226e-06,3.764186658372637e-06,4.5569049689220265e-06,8.453327609458938e-06,0.003957927692681551,6.354405286401743e-06,3.992036454292247e-06,3.815931449935306e-06,3.2801683573779883e-06,4.899451141682221e-06,0.021285444498062134,2.4482619664922822e-06,4.867755251325434e-06,2.6611144221533323e-06,1.7607868585400865e-06,4.755378085974371e-06,4.544761850411305e-06,0.19398003816604614
2000,WGFS,8356_REPORT OF THE WORKING GROUP ON FISHERY SYSTEMS (WGFS),4.993193215341307e-06,2.7799096642411314e-06,5.403594059316674e-06,0.11565424501895905,2.031013536907267e-06,2.3633181172044715e-06,0.007533881813287735,0.6325543522834778,0.0020105773583054543,0.014354033395648003,4.044807155878516e-06,0.0063528032042086124,2.6926368263957556e-06,5.640306881105062e-06,0.002424021949991584,3.3871028790599667e-06,2.9115481083863415e-06,0.0024252927396446466,0.005988557357341051,2.1731300421379274e-06,4.320724656281527e-06,2.3620623323949985e-06,1.5629123026883462e-06,4.220976279611932e-06,4.034028734167805e-06,0.21064728498458862
2009,WGFS,9474_Report of the Working Group on Fishery Systems (WGFS),4.203500338917365e-06,2.3402560600516153e-06,4.548994638753356e-06,0.0605785995721817,0.002788771176710725,0.00212288461625576,0.026543552055954933,0.6710657477378845,0.0013909396948292851,2.812753564285231e-06,3.4051051898131846e-06,0.02123280055820942,0.005841648671776056,4.748270384880016e-06,2.9830123366991756e-06,2.851419367289054e-06,2.4510754883522168e-06,3.661069513327675e-06,2.8112278869230067e-06,0.003569670720025897,0.006611764896661043,1.9884930679836543e-06,1.3157316516299034e-06,3.553412398105138e-06,0.0030440569389611483,0.19516585767269135
2010,WGFS,9504_Report of the Working Group on Fishery Systems (WGFS),7.648999599041417e-06,0.011700361967086792,8.277686902147252e-06,0.04398677870631218,3.1112797387322644e-06,3.620332563514239e-06,0.052002448588609695,0.756037712097168,0.0045982347801327705,5.1182942115701735e-06,6.196180947881658e-06,1.1494280443002935e-05,4.1248108573199715e-06,8.640304258733522e-06,5.428109943750314e-06,5.188653176446678e-06,4.460157924768282e-06,6.661952738795662e-06,0.0035057077184319496,3.328986394990352e-06,0.016574658453464508,3.6184089822199894e-06,2.394202510913601e-06,6.4660516727599315e-06,6.179669526318321e-06,0.11149211972951889
2005,WGFS,8587_REPORT OF THE WORKING GROUP ON FISHERY SYSTEMS (WGFS),6.8908398134226445e-06,3.836405085166916e-06,0.0697917565703392,0.026310760527849197,2.802893504849635e-06,3.2614893825666513e-06,0.022587226703763008,0.5394533276557922,2.9508487386920024e-06,4.610975338437129e-06,5.582022822636645e-06,0.002588623436167836,3.71596456716361e-06,7.783887667756062e-06,4.890081982011907e-06,4.674360297940439e-06,4.018072559119901e-06,6.001627752993954e-06,4.608474228007253e-06,2.9990212624397827e-06,5.962801878922619e-06,3.2597565677860985e-06,2.156892151106149e-06,5.825144398841076e-06,5.567148036789149e-06,0.33917689323425293
2002,WGFS,8394_REPORT OF THE WORKING GROUP ON FISHERY SYSTEMS (WGFS),3.2460597140016034e-05,1.8072107195621356e-05,3.512859984766692e-05,0.0038868465926498175,1.3203556591179222e-05,1.536385934741702e-05,0.023104531690478325,0.8744847178459167,1.3900527846999466e-05,2.172086351492908e-05,2.629516711749602e-05,4.877908941125497e-05,1.7504749848740175e-05,3.666746124508791e-05,2.3035650883684866e-05,2.2019452444510534e-05,1.8927885321318172e-05,2.8271795599721372e-05,2.1709083739551716e-05,1.4127452232060023e-05,2.808889803418424e-05,1.5355695722973906e-05,1.0160445526707917e-05,2.744043740676716e-05,2.622509782668203e-05,0.09800942242145538
2003,WGFS,8474_REPORT OF THE WORKING GROUP ON FISHERY SYSTEMS (WGFS),7.832663868612144e-06,0.0014649934601038694,0.06252595037221909,0.05152738839387894,3.185986315656919e-06,3.7072620671096956e-06,1.0981187188008334e-05,0.5004367828369141,0.0003699067165143788,5.241192411631346e-06,6.344960638671182e-06,0.03298477083444595,4.223853920848342e-06,8.847770004649647e-06,5.5584469009772874e-06,5.313240762916394e-06,0.0014360075583681464,6.821916031185538e-06,5.2383493311936036e-06,3.4089202927134465e-06,6.777783255529357e-06,3.705292328959331e-06,2.4516909888916416e-06,0.01716127246618271,6.3280526774178725e-06,0.33199697732925415
2003,WGFS,"8471_WGFS Report, Appendix",6.879496504552662e-05,3.830089553957805e-05,0.26049599051475525,5.272565613267943e-05,2.7982794563286006e-05,3.2561205443926156e-05,0.06374160945415497,0.11625169962644577,0.0031426146160811186,4.6033845137571916e-05,5.572833833866753e-05,0.00010337935236748308,3.7098474422236905e-05,7.771073433104903e-05,4.882032226305455e-05,4.6666653361171484e-05,4.011458077002317e-05,5.9917481848970056e-05,4.6008877689018846e-05,2.9940842068754137e-05,5.952985884505324e-05,3.254390321671963e-05,2.1533414837904274e-05,5.8155550505034626e-05,5.557983604376204e-05,0.5553289651870728
2004,WGFS,8495_REPORT OF THE WORKING GROUP ON FISHERY SYSTEMS (WGFS),3.386958951523411e-06,1.885655024125299e-06,0.008542167022824287,0.0483349934220314,1.377667331325938e-06,1.603074679223937e-06,0.03721126914024353,0.46864521503448486,1.4503897318718373e-06,2.2663687104795827e-06,2.7436542495706817e-06,5.089640580990817e-06,1.8264565824210877e-06,3.8259058783296496e-06,2.403554162810906e-06,2.2975234514888143e-06,0.006390952039510012,0.009014648385345936,2.265139301016461e-06,1.4740672895641183e-06,2.930813252532971e-06,1.6022229374357266e-06,1.0601472695270786e-06,0.0014600156573578715,2.7363430490368046e-06,0.4203585386276245
2012,WKFREQ,18533_Report of the Workshop on Frequency of Assessments (WKFREQ),1.7622613086132333e-05,9.811211384658236e-06,1.9071052520303056e-05,1.3506277355190832e-05,7.168111551436596e-06,0.018311593681573868,0.0562622994184494,0.15797139704227448,7.546491815446643e-06,1.1792093573603779e-05,1.427544884791132e-05,0.042120128870010376,9.503196451987606e-06,1.990649070648942e-05,1.2505881386459805e-05,1.1954194633290172e-05,1.0275806744175497e-05,1.5348545275628567e-05,1.1785698006860912e-05,7.669687875022646e-06,1.5249251191562507e-05,8.336491191585083e-06,5.516029432328651e-06,0.03867284581065178,1.4237408322514966e-05,0.6864185929298401
2008,WKARBH,12448_Report of the Workshop on Age Reading of Baltic Herring (WKARBH),1.626344419491943e-05,9.054507245309651e-06,1.7600170394871384e-05,1.2464586689020507e-05,6.615260645048693e-06,7.697617547819391e-06,0.7600796818733215,1.7259941159863956e-05,6.964457952562952e-06,1.0882611604756676e-05,0.0181791540235281,2.443935227347538e-05,0.10833345353603363,0.10122903436422348,1.1541346793819685e-05,0.011915098875761032,9.483270332566462e-06,1.4164766980684362e-05,1.087670898414217e-05,7.078152066242183e-06,1.4073130842007231e-05,7.693527550145518e-06,5.090597824164433e-06,1.37482384161558e-05,1.3139327165845316e-05,2.7466741812531836e-05
2012,WKMULTBAL,27810_Report of the workshop on integrated multispecies advice for baltic fisheries,4.259326942701591e-06,2.371336904616328e-06,4.609409643308027e-06,3.264422048232518e-06,0.00660071661695838,2.015973223024048e-06,5.971463451714953e-06,0.011607328429818153,1.8239618384541245e-06,2.850109694918501e-06,0.0251325611025095,6.400562142516719e-06,0.06670261174440384,0.1798343062400818,3.022629698534729e-06,2.8892889076814754e-06,2.4836281227180734e-06,3.7096920095791575e-06,2.8485637812991627e-06,1.8537378991823061e-06,0.05770896002650261,2.014902065639035e-06,1.3332058870219043e-06,3.6006051686854335e-06,3.4411339129292173e-06,0.6523527503013611
2013,WGISUR,28148_Report of the Working Group on Integrating Surveys for te Ecosystem Approach (WGISUR),1.6756104741944e-05,9.328790838480927e-06,1.813332346500829e-05,0.04898243397474289,6.815653250669129e-06,7.930797437438741e-06,0.15546827018260956,0.5038835406303406,7.17542889105971e-06,0.11254055052995682,0.09248116612434387,2.5179682779707946e-05,9.035921721078921e-06,1.8927681594504975e-05,1.189096292364411e-05,1.1366403668944258e-05,9.770542419573758e-06,1.4593852938560303e-05,1.1206191629753448e-05,7.292566806427203e-06,0.0669141560792923,0.003678475273773074,5.244804469839437e-06,1.4164706954034045e-05,0.015818314626812935,2.8298791221459396e-05
2014,WGISUR,28566_01 WGISUR - Report of the Working Group on Integrating Surveys for the Ecosystem Approach,1.7655223928159103e-05,9.829365808400325e-06,1.910634273372125e-05,0.1410529762506485,7.181375622167252e-06,8.356357284355909e-06,0.2555842399597168,0.3540273904800415,7.560456197097665e-06,0.12616851925849915,0.05006830394268036,2.653080264281016e-05,9.520781532046385e-06,1.9943325241911225e-05,1.2529022569651715e-05,0.02199922502040863,1.0294821549905464e-05,1.5376946976175532e-05,1.1807506780314725e-05,7.68387963034911e-06,0.019383952021598816,8.351918040716555e-06,5.526236236619297e-06,1.4924773495295085e-05,0.015883509069681168,0.015619741752743721
2015,WGISUR,30306_01 WGISUR - Second Interim Report of the Working Group on Integrating Surveys for the Ecosystem Approach,1.7971118722925894e-05,1.0005238436860964e-05,1.9448201783234254e-05,0.06021726503968239,7.30986857888638e-06,8.50587366585387e-06,0.20108775794506073,0.5067086815834045,7.695732165302616e-06,0.08297046273946762,0.052391018718481064,2.7005506126442924e-05,9.69113261817256e-06,2.0300161850173026e-05,1.2753198461723514e-05,0.03858841210603714,1.0479021511855535e-05,0.0027849229518324137,1.2018772395094857e-05,7.821364306437317e-06,0.02792522870004177,8.50135438668076e-06,5.625114681606647e-06,1.5191814782156143e-05,0.027095647528767586,3.0350793167599477e-05
2012,WGISUR,9202_Report of the  Working Group on Integrating Surveys for the Ecosystem Approach,1.7193917301483452e-05,9.572539056534879e-06,1.860712109191809e-05,0.020151495933532715,0.004771945998072624,8.138017619785387e-06,0.3189471364021301,0.35470083355903625,7.362912583630532e-06,0.12466984242200851,0.07239904254674911,0.0076284827664494514,9.272017450712156e-06,1.9422235709498636e-05,1.2201657227706164e-05,0.03251916170120239,1.0025832125393208e-05,0.004742467775940895,1.1498993444547523e-05,7.483111403416842e-06,0.030054878443479538,8.133693881973159e-06,5.3818439482711256e-06,1.4534810361510608e-05,0.029226893559098244,2.903820131905377e-05
2017,WGISUR,32868_01 WGISUR - Report of the Working group on integrating surveys for the ecosystem approach,2.0533185306703672e-05,1.1431642633397132e-05,2.2220849132281728e-05,1.5736990462755784e-05,0.06147787719964981,9.718520232127048e-06,0.16680754721164703,0.49286532402038574,8.792879270913545e-06,0.09711889177560806,1.6633199265925214e-05,3.0855564546072856e-05,1.1072756024077535e-05,2.319426857866347e-05,1.4571367501048371e-05,0.035952646285295486,1.1972971151408274e-05,0.015526976436376572,1.3732237675867509e-05,8.936422091210261e-06,0.04947133734822273,9.713356121210381e-06,6.427062999136979e-06,1.735764635668602e-05,1.6588875951129012e-05,0.08050994575023651
2010,WGISUR,9104_Report of the Working Group on Integrating Surveys for the Ecosystem Approach (WGISUR),3.3194613934028894e-05,1.8480763174011372e-05,3.592294524423778e-05,0.048641398549079895,1.3502122783393133e-05,1.5711275409557857e-05,0.5193771123886108,0.356266051530838,1.42148537634057e-05,0.0447143018245697,0.018973112106323242,4.988211003364995e-05,1.7900576494866982e-05,3.749660754692741e-05,2.3556543965241872e-05,0.011517456732690334,1.9355893527972512e-05,2.8911092158523388e-05,2.2199979866854846e-05,1.444691042706836e-05,2.8724060030071996e-05,1.570292624819558e-05,1.0390198440290987e-05,2.806093471008353e-05,2.681811383808963e-05,5.606121339951642e-05
2016,WGISUR,31716_01 WGISUR - Report of the Working Group on Integrating Surveys for the Ecosystem Approach (WGISUR),9.680177754489705e-06,5.389340458350489e-06,1.0475810995558277e-05,0.03399660065770149,3.9374745028908364e-06,4.581705070449971e-06,0.21073010563850403,0.5910081267356873,4.145320417592302e-06,0.10218378156423569,0.017446627840399742,1.4546566490025725e-05,5.22014670423232e-06,1.0934720194200054e-05,6.869534445286263e-06,0.019670898094773293,5.644544671667973e-06,8.431021342403255e-06,6.4739342633401975e-06,4.2129922803724185e-06,0.01370016485452652,4.579270807880675e-06,3.0299786430987297e-06,8.183099453162868e-06,7.820669452485163e-06,0.011139505542814732
2013,WGEEL,28387_03 WGEEL Report - Country Reports,0.0005401899106800556,4.3378875602684275e-07,8.431994729107828e-07,0.0025729096960276365,3.169278670611675e-07,0.0003784849541261792,0.0018054929096251726,8.268995088656084e-07,0.9174759984016418,0.004278994165360928,0.00152535829693079,1.1708551710398751e-06,0.04464902728796005,8.801371222943999e-07,5.529297482098627e-07,5.285377255859203e-07,4.5433017703544465e-07,6.786140716030786e-07,5.210878839534416e-07,3.3910433216988167e-07,6.742239406776207e-07,0.025359610095620155,2.4388339170400286e-07,6.586588483514788e-07,6.294867489486933e-07,0.0014041995164006948
2015,WGEEL,31422_01 WGEEL Report 2015 - Analysis of Recruitment Trend,0.05942956730723381,2.666823274921626e-05,5.1837763749063015e-05,3.67119355360046e-05,0.009139965288341045,2.2671785700367764e-05,6.715552444802597e-05,5.083568612462841e-05,0.7344048023223877,3.20525468850974e-05,3.8802649214630947e-05,7.198120874818414e-05,0.1540292352437973,0.042169492691755295,3.399272100068629e-05,3.249316068831831e-05,2.7931067961617373e-05,4.1719475120771676e-05,3.203516098437831e-05,2.0847275663982145e-05,4.1449580749031156e-05,2.2659740352537483e-05,1.4993333024904132e-05,4.049267590744421e-05,3.8699250580975786e-05,8.08978293207474e-05
2015,WGEEL,31568_04 WGEEL Report - Country Reports 2014 to 2015,7.044496896924102e-07,3.92195204312884e-07,7.623498277098406e-07,0.003496913705021143,2.865394321815984e-07,3.3342163874294783e-07,0.0022800387814641,0.002786031225696206,0.9321144223213196,0.0010486711980774999,0.0026734888087958097,1.0585885092950775e-06,0.034144315868616104,7.957457910379162e-07,4.999124598725757e-07,4.778592597176612e-07,4.1076702927966835e-07,6.135456374067871e-07,4.7112371248658746e-07,3.065895555209863e-07,6.095764319979935e-07,0.02095779776573181,2.204988049925305e-07,5.955037636340421e-07,0.000488610181491822,1.1897202512045624e-06
2012,WGEEL,18376_WGEEL Country Reports,0.00157324003521353,9.415695967618376e-05,8.250597716141783e-07,5.843141366312921e-07,3.101098116076173e-07,5.623283504974097e-05,0.0060173990204930305,0.0007388488156720996,0.9202411770820618,0.0070627001114189625,6.175903877192468e-07,1.1456666015874362e-06,0.03857003524899483,8.612028068455402e-07,0.0002459318784531206,5.171673365111928e-07,4.445562069577136e-07,6.64015090023895e-07,0.0017090701730921865,3.318091899018327e-07,6.597194328605838e-07,0.020540766417980194,2.386367441431503e-07,6.44489148271532e-07,6.159446570563887e-07,0.0031419533770531416
2008,WGEEL,12326_Country Reports WGEEL,1.1089942972830613e-06,0.008888288401067257,1.2001448794762837e-06,0.010362919420003891,4.510905853294389e-07,5.248958245829272e-07,0.0013361216988414526,1.1769448065024335e-06,0.8620620369911194,0.002298361388966441,0.0031852347310632467,0.0017966233426705003,0.051880184561014175,0.0002572977391537279,0.004712855909019709,0.0011613575043156743,6.466584068220982e-07,9.658867838879814e-07,0.002133381785824895,4.826548547498533e-07,0.0017994397785514593,0.04415620118379593,0.0038143962156027555,0.0001459611812606454,8.959627280091809e-07,1.8729409703155397e-06
2009,WGEEL,17020_WGEEL Country_Reports,1.165480966847099e-06,6.488696726592025e-07,1.261274178432359e-06,0.0036068258341401815,4.740668657632341e-07,0.0004683053703047335,0.0007656196248717606,1.2368924444672302e-06,0.9454823136329651,0.0032657741103321314,0.00022350449580699205,0.0018622681964188814,0.041257429867982864,1.3165263226255774e-06,0.002910784911364317,7.905970278443419e-07,6.795959279770614e-07,1.0150841944778222e-06,7.794533871674503e-07,5.072388944427075e-07,1.0085173016705085e-06,5.513383030120167e-07,0.00014183693565428257,9.852346920524724e-07,9.415985573468788e-07,1.9683393475133926e-06
2010,WGEEL,17471_WGEEL Country Reports,9.203545232594479e-07,5.123980031385145e-07,0.001629762351512909,0.0004319455474615097,3.743601268979546e-07,0.0004831123515032232,0.012430179864168167,0.0018631508573889732,0.92916339635849,0.010369108989834785,7.455462878169783e-07,0.0009222219814546406,0.03919610753655434,1.039631683852349e-06,0.0007194230565801263,6.243170105335594e-07,5.366619006963447e-07,8.015895218704827e-07,6.155171377031365e-07,4.0055533645499963e-07,7.964038672980678e-07,0.00267351814545691,0.00010766070772660896,7.78018033997796e-07,7.435595534843742e-07,1.5543542986051762e-06
2011,WGEEL,17911_WGEEL 2011 Country Reports,0.0005817852797918022,0.0008074562065303326,8.83643849647342e-07,6.258039206841204e-07,3.321294173019851e-07,0.0006666253902949393,0.003969842102378607,8.665621180625749e-07,0.940487265586853,0.0016955854371190071,6.614429253204435e-07,1.2270157867533271e-06,0.03702714666724205,9.223532515534316e-07,0.0007428175886161625,5.538892651202332e-07,4.761223237892409e-07,7.111640911716677e-07,0.000521975161973387,3.55369621729551e-07,7.065634122227493e-07,0.013488160446286201,2.555813694016251e-07,6.902516815898707e-07,6.596803245884075e-07,1.3790112234346452e-06
2016,WGEEL,32584_03 WGEEL Report - WGEEL Country Reports 2015 to 2016,8.124469559334102e-07,0.0020774584263563156,8.792236485533067e-07,0.0038494481705129147,3.304680262772308e-07,3.845375999844691e-07,0.0069832755252718925,0.010446624830365181,0.9141570329666138,0.008161412551999092,0.0027155994903296232,1.220877834384737e-06,0.034091368317604065,9.177393849313376e-07,0.0001033585358527489,5.511185463547008e-07,4.737406129606825e-07,7.076066594891017e-07,0.00044142274418845773,3.5359195749151695e-07,7.030289452814031e-07,0.016962707042694092,2.5430287564631726e-07,6.867988417980087e-07,6.563804504366999e-07,1.3721128198085353e-06
